x	dif
0.0	0.11293072223294942
0.5209868481924366	0.03344396703864838
0.5730855330116803	0.026366823411100526
0.6303940863128483	0.019060035399707687
0.6934334949441332	0.01870437326533647
0.7627768444385465	0.025320711881001046
0.8390545288824012	0.023552182968700208
0.9229599817706413	0.015121915344634473
1.0152559799477054	0.008562388080264327
1.1167815779424761	0.009908622406946677
1.2284597357367237	0.008053500610865072
1.3513057093103962	0.005752580203525426
1.486436280241436	0.0025887983978307716
1.6350799082655796	0.00171064338725202
1.7985878990921376	-6.71291913310057e-05
1.9784466890013515	0.00013152172732944223
2.1762913579014866	-0.009722283813760058
2.393920493691635	-0.0010667869773062222
2.6333125430607986	-0.003755439651666137
2.8966437973668784	0.013980559984439367
3.1863081771035664	0.016690318716094055
3.5049389948139233	0.02262969403501991
3.855432894295316	0.03205707335974317
4.240976183724848	0.031141553290746415
4.665073802097333	0.011551990466294626
5.131581182307066	-0.019192192622083937
5.644739300537773	-0.03831556353371113
6.20921323059155	-0.0298436905406394
6.830134553650706	-0.004973972863693277
7.513148009015777	0.02412652989629116
8.264462809917354	0.0640501429884548
9.09090909090909	0.07201675228651006
10.0	0.061649396435713655
11.0	0.05034552197104958
12.100000000000001	0.00941708177821532
13.310000000000002	-0.02251935954995332
14.641000000000004	-0.07828475217110231
16.105100000000004	-0.103175572710132
17.715610000000005	-0.16003371612307227
19.487171000000007	-0.19281419585951198
21.43588810000001	-0.19763339798945623
23.579476910000015	-0.18922846798856519
25.937424601000018	-0.1851114396436131
28.53116706110002	-0.20369433714388485
31.384283767210025	-0.15621305449778866
34.52271214393103	-0.2186081397010753
37.97498335832414	-0.03842454865942635
41.77248169415655	0.05854873638112501
45.949729863572216	0.1241032179546302
50.54470284992944	0.08363785387248868
55.599173134922395	0.0962976230217567
61.15909044841464	0.001752633732690967
67.2749994932561	-0.037068522029727546
74.00249944258172	-0.017761188281429696
81.4027493868399	0.04120999262554825
89.5430243255239	0.01379125925444491
98.4973267580763	0.033124433224415384
108.34705943388394	-0.022174397242020305
119.18176537727234	-0.1365818087493995
131.0999419149996	-0.2594168423997196
