x	dif
0.0	0.12577844373639557
0.5209868481924366	0.06597444534940777
0.5730855330116803	0.056802950086010995
0.6303940863128483	0.049410745046138516
0.6934334949441332	0.0505062952976747
0.7627768444385465	0.0575794136967982
0.8390545288824012	0.05668759720106564
0.9229599817706413	0.04306295189011422
1.0152559799477054	0.03197893995105083
1.1167815779424761	0.0323199417880744
1.2284597357367237	0.025001501867274456
1.3513057093103962	0.019229511898352314
1.486436280241436	0.014195817425985524
1.6350799082655796	0.007731200034772456
1.7985878990921376	0.0013869486062940695
1.9784466890013515	-0.003406576086314672
2.1762913579014866	-0.015306055484238357
2.393920493691635	-0.004387314561151712
2.6333125430607986	-0.014684907046234486
2.8966437973668784	-0.000589375746873344
3.1863081771035664	0.0006311295686085572
3.5049389948139233	0.014440998529909876
3.855432894295316	0.019497361562711646
4.240976183724848	0.031162403624088952
4.665073802097333	0.026301473509400708
5.131581182307066	0.02520344390340057
5.644739300537773	0.03864698073581252
6.20921323059155	0.048305049798896604
6.830134553650706	0.05990833962842679
7.513148009015777	0.06802111113047538
8.264462809917354	0.08573791639626727
9.09090909090909	0.07712458064638028
10.0	0.055618161246240305
11.0	0.03822093101380197
12.100000000000001	-0.005531529614177799
13.310000000000002	-0.036905947583873555
14.641000000000004	-0.09012055149760734
16.105100000000004	-0.11259633678647774
17.715610000000005	-0.16488100141944706
19.487171000000007	-0.1926668539042371
21.43588810000001	-0.19478770830430747
23.579476910000015	-0.18354829458950306
25.937424601000018	-0.1778243455002002
28.53116706110002	-0.1973516560880224
31.384283767210025	-0.15012976730860217
34.52271214393103	-0.21113378121548543
37.97498335832414	-0.033658807597390705
41.77248169415655	0.06099995877559117
45.949729863572216	0.12559330269473534
50.54470284992944	0.0841373238646046
55.599173134922395	0.09564712353801497
61.15909044841464	-0.00014679477976109467
67.2749994932561	-0.03981219239933509
74.00249944258172	-0.020954894360599496
81.4027493868399	0.037941506814416215
89.5430243255239	0.011414074690414111
98.4973267580763	0.03177004345707779
108.34705943388394	-0.02198989192246259
119.18176537727234	-0.13446722832307323
131.0999419149996	-0.25518492096306744
